locus_key	trait	locus	outcome	analysis_status	failure_reason
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus348	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus348	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus348	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus348	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus349	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus349	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus349	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus349	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus349	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus349	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus350	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus350	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus350	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus350	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus350	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus350	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus351	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus351	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus351	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus351	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus351	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus351	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus352	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus352	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus352	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus352	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus352	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus352	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus353	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus353	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus353	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus353	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus353	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus353	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus354	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus354	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus354	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus354	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus354	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus354	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus355	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus355	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus355	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus355	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus355	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus355	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus356	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus356	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus356	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus356	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus356	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus356	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus357	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus357	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus357	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus357	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus357	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus357	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus358	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus358	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus358	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus358	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus358	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus358	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus359	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus359	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus359	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus359	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus359	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus359	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus360	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus360	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus360	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus360	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus360	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus360	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus361	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus361	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus361	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus361	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus361	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus361	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus362	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus362	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus362	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus362	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus362	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus362	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus363	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus363	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus363	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus363	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus363	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus363	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus364	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus364	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus364	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus364	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus364	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus364	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus365	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus365	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus365	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus365	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus365	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus365	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus366	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus366	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus366	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus366	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus366	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus366	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus367	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus367	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus367	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus367	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus367	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus367	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus368	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus368	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus368	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus368	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus368	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus368	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus369	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus369	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus369	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus369	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus369	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus369	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus370	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus370	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus370	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus370	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus370	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus370	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus371	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus371	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus371	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus371	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus371	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus371	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus372	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus372	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus372	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus372	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus372	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus372	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus373	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus373	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus373	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus373	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus373	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus373	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus374	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus374	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus374	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus374	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus374	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus374	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus375	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus375	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus375	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus375	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus375	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus375	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus376	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus376	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus376	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus376	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus376	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus376	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus377	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus377	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus377	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus377	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus377	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus377	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus378	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus378	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus378	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus378	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus378	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus378	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus379	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus379	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus379	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus379	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus379	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus379	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus380	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus380	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus380	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus380	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus380	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus380	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus381	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus381	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus381	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus381	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus381	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus381	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus382	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus382	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus382	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus382	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus382	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus382	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus383	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus383	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus383	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus383	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus383	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus383	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus384	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus384	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus384	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus384	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus384	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus384	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus385	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus385	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus385	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus385	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus385	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus385	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus386	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus386	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus386	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus386	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus386	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus386	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus387	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus387	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus387	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus387	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus387	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus387	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus388	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus388	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus388	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus388	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus388	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus388	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus389	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus389	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus389	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus389	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus389	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus389	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus390	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus390	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus390	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus390	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus390	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus390	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus391	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus391	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus391	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus391	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus391	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus391	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus392	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus392	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus392	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus392	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus392	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus392	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus393	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus393	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus393	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus393	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus393	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus393	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus394	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus394	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus394	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus394	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus394	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus394	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus395	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus395	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus395	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus395	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus395	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus395	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus396	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus396	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus396	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus396	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus396	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus396	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus397	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus397	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus397	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus397	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus397	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus397	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus398	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus398	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus398	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus398	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus398	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus398	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus399	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus399	classification	prior_sensitive_coloc	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus399	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus399	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus399	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus399	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus400	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus400	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus400	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus400	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus400	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus400	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus401	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus401	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus401	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus401	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus401	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus401	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus402	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus402	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus402	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus402	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus402	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus402	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus403	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus403	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus403	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus403	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus403	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus403	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus404	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus404	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus404	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus404	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus404	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus404	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus405	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus405	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus405	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus405	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus405	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus405	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus406	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus406	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus406	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus406	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus406	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus406	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus407	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus407	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus407	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus407	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus407	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus407	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus408	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus408	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus408	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus408	main	success	none
