locus_key	trait	locus	outcome	analysis_status	failure_reason
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus406	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus406	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus407	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus407	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus407	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus407	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus407	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus407	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus408	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus408	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus408	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus408	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus408	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus408	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus409	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus409	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus409	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus409	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus409	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus409	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus410	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus410	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus410	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus410	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus410	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus410	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus411	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus411	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus411	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus411	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus411	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus411	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus412	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus412	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus412	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus412	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus412	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus412	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus413	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus413	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus413	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus413	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus413	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus413	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus414	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus414	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus414	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus414	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus414	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus414	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus415	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus415	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus415	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus415	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus415	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus415	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus416	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus416	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus416	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus416	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus416	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus416	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus417	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus417	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus417	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus417	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus417	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus417	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus418	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus418	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus418	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus418	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus418	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus418	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus419	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus419	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus419	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus419	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus419	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus419	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus420	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus420	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus420	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus420	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus420	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus420	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus421	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus421	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus421	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus421	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus421	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus421	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus422	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus422	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus422	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus422	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus422	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus422	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus423	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus423	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus423	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus423	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus423	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus423	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus424	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus424	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus424	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus424	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus424	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus424	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus425	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus425	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus425	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus425	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus425	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus425	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus426	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus426	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus426	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus426	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus426	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus426	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus427	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus427	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus427	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus427	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus427	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus427	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus428	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus428	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus428	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus428	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus428	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus428	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus429	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus429	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus429	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus429	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus429	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus429	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus430	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus430	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus430	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus430	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus430	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus430	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus431	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus431	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus431	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus431	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus431	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus431	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus432	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus432	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus432	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus432	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus432	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus432	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus433	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus433	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus433	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus433	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus433	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus433	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus434	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus434	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus434	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus434	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus434	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus434	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus435	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus435	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus435	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus435	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus435	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus435	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus436	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus436	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus436	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus436	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus436	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus436	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus437	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus437	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus437	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus437	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus437	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus437	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus438	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus438	classification	inconclusive	lead_missing
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus438	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus438	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus438	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus438	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus439	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus439	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus439	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus439	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus439	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus439	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus440	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus440	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus440	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus440	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus440	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus440	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus441	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus441	classification	prior_sensitive_coloc	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus441	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus441	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus441	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus441	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus442	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus442	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus442	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus442	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus442	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus442	noUKBB	success	none
